internal_id,id_text,tr_oracc,tr_cdli
1010,P300389,{d}a-a,{d}a-a
1011,P300389,{d}utu,{d}utu
1012,P292875,1(barig),1(barig)
1013,P292875,duh,duh
1014,P292875,ša₃-gal,sza3-gal
1015,P292875,gu₄,gu4#
1016,P292875,mu-kuₓ(DU),mu-kux(DU)
1017,P292875,ama-sukkal,ama#-sukkal
1018,P292875,kišib,kiszib
1019,P292875,{d}suen-ra-bi,{d}suen-ra-bi
1020,P292875,iti,iti
1021,P292875,{geš}apin-du₈-a,{gesz}apin-du8-a
1022,P292875,mu,mu
1023,P292875,e₂-duru₅,e2-duru5
1024,P292875,i₃-sa₃{ki},i3-sa3{ki}
1025,P292875,ba-an-dab,ba-an-dab
1026,P362174,1(diš),1(disz)
1027,P362174,tug₂-guz-za,tug2
1038,P362174,ma₂-gur₈,mu
1039,P362174,mah,ma2-gur8
1043,P362174,dumu,dub-sar
1044,P362174,du₁₀-ga,dumu
1046,P362174,{d}šara₂-ka,szabra
1047,P500487,2(aš),2(asz)
1048,P500487,2(barig),2(barig)
1049,P500487,gur,gur
1050,P500487,še,sze
1051,P500487,šu,szu
1052,P500487,ti-a,ti-a
1053,P500487,dingir-šu-na-ṣi-ir,"dingir-szu-na-s,i-ir"
1054,P500487,kaskal,kaskal
1055,P500487,iri{ki},iri{ki}
1056,P500487,ARAD-{d}suen,ARAD-{d}suen
1057,P500487,ki,ki
1058,P500487,ip-qu₂-{d}iškur,ip-qu2-{d}iszkur
1059,P500487,u₃,u3
1060,P500487,ia-an-ti-nu-um,ia-an-ti-nu-um
1061,P500487,ba-zi,ba-zi
1062,P500487,iti,iti
1063,P500487,NE-NE-gar,NE-NE-gar
1064,P500487,u₄,u4
1065,P500487,1(u),1(u)
1066,P500487,4(diš)-kam,4(disz)-kam
1067,P500487,mu,mu
1068,P500487,du₁₁-ga,du11-ga
1069,P500487,an,an
1070,P500487,{d}en-lil₂,{d}en-lil2
1071,P500487,{d}en-ki-ga-ta,{d}en-ki-ga-ta
1072,P500487,i₇,i7
1073,P500487,maš-tab-ba,masz-tab-ba
1074,P500487,a,a
1075,P500487,nag,nag
1076,P500487,kalam-ma,kalam-ma
1077,P500487,gal₂-la,gal2-la
1078,P500487,gu₂,gu2
1079,P500487,diri-bi,diri-bi
1080,P500487,he₂-gal₂,he2-gal2
1081,P500487,{d}ašnan,{d}asznan
1082,P500487,gar-gar,gar-gar
1083,P500487,sipa,sipa
1084,P500487,zi,zi
1085,P500487,{d}ri-im-{d}suen,{d}ri-<im>-{d}suen
1086,P500487,mu-ba-al-la₂,mu-ba-al-la2
1088,P464338,{m}lugal-ab-ba,lugal-hi-li
1091,P464338,mu,lu2
1092,P464338,lugal-ezem,umma{ki}-me-esz2
1094,P464338,in-gaz-eš-a-še₃,lugal-ezem
1095,P464338,ba-hul,ab-ba-ni
1110,P464338,ur-{d}da-mu,lu2-{d}nanna
1111,P464338,a-zu,dumu
1116,P464338,mar-tu,mu
1117,P464338,ba-du₃,bad3
1118,P274792,1(GUR),_1(disz)
1119,P274792,1(BARIG),1(barig)
1120,P274792,1(BAN₂),1(ban2)!
1123,P274792,E₂,e2_
1124,P274792,a-si-ri,a-si-ri
1133,P217990,1(geš₂),1(gesz2)
1134,P217990,1(u),1(u)
1135,P217990,4(diš),4(disz)
1136,P217990,sa,sa-gi
1139,P217990,2(u),2(disz)-ta
1155,P217990,ha-ar-ši{ki},ba-a-hul
1156,P420884,3(aš),3(asz)
1157,P420884,še-gur,sze-gur
1158,P420884,ša₃-gal,sza3-gal
1159,P420884,anše,ansze
1160,P420884,ki-su₇,ki-su7
1161,P420884,kab-te-na-ta,kab-te-na-ta
1162,P420884,ki,ki
1163,P420884,ka-guru₇-ta,ka-guru7-ta
1164,P420884,kišib₃,kiszib3
1165,P420884,lu₂-du₁₀-ga,lu2-du10-ga
1166,P420884,iti,iti
1167,P420884,{d}li₉-si₄,{d}li9-si4
1168,P420884,mu,mu
1169,P420884,us₂-sa,us2-sa
1170,P420884,{d}šu-{d}suen,{d}szu-{d}suen
1171,P420884,lugal-e,lugal-e
1172,P420884,bad₃,bad3
1173,P420884,mar-tu,mar-tu
1174,P420884,mu-du₃,mu-du3
1175,P420884,lu₂-{d}nin-x,lu2-{d}nin-x
1176,P420884,dumu,dumu
1177,P420884,lu₂-{d}nin-x,lu2-{d}nin-[...]
1178,P258513,ku₃-babbar,ku3#-babbar#?
1179,P258513,mu-ni,mu-ni
1180,P258513,2(diš),2(disz)
1181,P258513,gin₂,gin2#
1183,P258513,6(diš),1(u)
1192,P258513,1/2(diš),2(u)
1200,P258513,1/2(diš),2(u)
1207,P258513,1/2(diš),6(disz)
1212,P258513,1/2(diš),6(disz)
1216,P258513,ip-qa₂-tum,pa-hal-lu-um
1220,P258513,1/2(diš),2(u)
1228,P258513,1/2(diš),2(u)
1235,P258513,1/2(diš),2(u)
1241,P258513,2(diš),igi-6(disz)-gal2
1244,P258513,6(diš),1/2(disz)
1245,P258513,gal₂,gin2
1247,P258513,1(diš),1(disz)
1251,P258513,1(diš),1(u)
1263,P258513,dumu,mu#
1264,P258513,pa-hal-lu-um,ma-da
1266,P504744,lu₂-du₁₀-ga,lu2#-du10-ga
1267,P504744,šu,szu#
1268,P504744,ba-ti,ba-ti
1269,P504744,iti,[iti]
1270,P504744,še-sag₁₁-ku₅,sze-sag11-ku5
1271,P504744,mu,mu#
1272,P504744,ha-ar-ši{ki},ha-ar-szi{ki}
1273,P504744,ba-hul,ba-hul
1274,P301144,1(diš),1(disz)
1275,P301144,sag-nita,sag-nita
1276,P301144,{d}iškur-ba-ni,{d}iszkur-ba-ni
1277,P301144,mu-ni-im,mu-ni-im
1278,P301144,nig₂-sa₁₀-ma-ni,nig2-sa10-ma-ni
1279,P301144,3(diš),3(disz)
1280,P301144,gin₂,gin2
1292,P301144,igi,igi
1293,P301144,lu₂-kiri₃-zal,lu2-{d}inanna
1294,P301144,igi,igi
1313,P301144,ur-{d}dumu-zi-da,dumu
1317,P301118,1(diš),1(disz)
1318,P301118,ma-na,ma-na
1319,P301118,ku₃-babbar,ku3-babbar
1320,P301118,ki,ki
1321,P301118,dingir-sa₆-ga,dingir-sa6#-ga#
1322,P301118,nu-ur₂-{d}šu-{d}suen,nu-ur2-{d}szu-{d}suen#
1323,P301118,šu,szu
1324,P301118,ba-ti,ba-ti
1325,P301118,iti,iti
1326,P301118,ba-ra-um,ba-ra-[um]
1327,P301118,šum₂-mu-dam,szum2#-mu#-dam#
1328,P301118,iti,iti
1329,P301118,še-sag₁₁-ku₅,sza-sag11#-ku5
1330,P301118,mu,mu
1331,P301118,i-bi-{d}suen,i-bi-{d}suen
1332,P301118,lugal,lugal#
1334,P301118,lugal-kal-ga,lugal-kal-ga
1335,P301118,lugal,lugal
1336,P301118,uri₅{ki}-ma,uri5{ki}-ma
1339,P301118,AN,AN
1341,P301118,dumu,dumu#
1346,P299210,ki,ki
1347,P299210,SI-A-a-ta,SI#-A#-a#-[ta]
1348,P299210,i-ti,i-ti
1349,P299210,šu,szu
1350,P299210,ba-ti,ba#-ti#
1351,P299210,igi,igi
1352,P299210,ma-šum,ma-szum#!
1353,P299210,igi,igi
1354,P299210,dingir-e-ri-iš,dingir-e#-ri-isz
1355,P299210,igi,igi
1356,P299210,be-li₂-sipa,be-li2-sipa
1357,P299210,igi,igi
1358,P299210,zi-na-a,zi#-na-a
1359,P299210,mu,mu
1360,P299210,us₂-sa,us2-sa
1361,P299210,{d}šu-{d}suen,{d}su-{d}suen#
1362,P299210,lugal,lugal#
1363,P299210,uri₅{ki}-ma-ke₄,uri5#{ki}-ma-[ke4
1364,P299210,bad₃,bad3
1365,P299210,mar-tu,mar-tu]
1366,P299210,mu-ri-iq-ti-id-ni-im,mu#-[ri-iq-ti-id-ni-im
1367,P299210,mu-du₃,mu-du3]
1368,P299210,x-x-na,[x?]-x-na
1369,P299210,i-ti,i-ti
1370,P299210,kišib,kiszib
1372,P299210,u₂-tul₂-ma-ma,u2#-tul2-ma-ma
1373,P299210,SI-A-a,SI-A-a
1374,P299210,in-na-šum₂,in-na-szum2
1375,P299210,i-ti,i-ti
1376,P299210,dumu,dumu
1377,P299210,šu-{d}iškur,szu-{d}iszkur
1378,P293002,2(aš),2(asz)
1379,P293002,še,sze
1380,P293002,gur,gur
1381,P293002,lugal,lugal
1382,P293002,ur₅-še₃,ur5-sze3
1383,P293002,ki,ki
1384,P293002,SI-A-a,SI-A-a
1385,P293002,na-gada-ta,na#-[gada]-ta
1386,P293002,ur-{d}šul-gi,ur-{d}szul-gi
1387,P293002,dumu,dumu
1388,P293002,i-ti-dingir,i-ti-dingir#
1389,P293002,šu,szu
1390,P293002,ba-ti,ba-ti
1391,P293002,iti,iti
1392,P293002,a₂-ki-ti,a2-ki-ti
1393,P293002,mu,mu
1394,P293002,{d}šu-{d}suen,{d}szu-{d}suen
1395,P293002,lugal-e,lugal-e
1396,P293002,za-ab-ša-li{ki},za-ab-sza-li{ki}
1397,P293002,mu-hul-a,mu-hul-a
1399,P313158,{diš}ma-nu-um-ki-ma-{d}iškur,{disz}ma-nu]-um#-ki-ma-{d}iszkur
1400,P313158,dumu,[dumu
1401,P313158,{diš}{d}suen-re-me-ni,{disz}{d}suen]-re-me-ni
1402,P313158,{diš}{d}suen-re-me-ni,{disz}{d#}[suen]-re#-me-ni
1403,P313158,ad-da-ni-ra,ad-da-ni-ra
1404,P313158,ad-mu,ad-mu#
1405,P313158,nu-me-en,nu#-me-en
1406,P313158,ba-an-na-du₁₁-ma,ba-an-na-du11-ma
1407,P313158,{diš}{d}suen-re-me-ni,{disz#}{d}suen-re-me-ni
1408,P313158,ad-da-ni,ad-da-ni
1409,P313158,di-ku₅-e-ne,[di]-ku5#-e-ne
1410,P313158,gaba,gaba
1411,P313158,i-ib-ri,i-ib-ri
1412,P313158,{diš}ma-nu-um-ki-ma-{d}iškur,[{disz}ma]-nu#-um-ki-<ma>-{d}iszkur
1413,P313158,dumu-mu,dumu-mu
1414,P313158,ad-mu,[ad]-mu
1415,P313158,nu-me-en,nu-me-en
1416,P313158,ma-an-du₁₁,ma-an-du11
1417,P313158,di-ku₅-e-ne,[di]-ku5#-e-ne
1418,P313158,igi-ni,igi-ni
1419,P313158,in-gar-eš-ma,in#-gar#-esz-ma
1421,P313158,a-ša₃,a#-sza3#?
1422,P313158,nig₂-gur₁₁,nig2-gur11
1423,P313158,e₂,e2#?
1436,P313158,mu,[mu
1437,P313158,lugal-bi,lugal]-bi#
1438,P313158,in-pa₃,in-pa3#
1439,P313158,igi,[igi
1440,P313158,x-x-x-tum,x-x]-x-tum
1441,P313158,dumu,dumu
1442,P313158,im-gu-u₂-a,im-gu-u2#-a#
1443,P313158,igi,[igi
1444,P313158,lu₂-i₃-si-in{ki}-na,lu2]-i3#-si-in{ki}-na
1445,P313158,dumu,[dumu
1446,P313158,{d}utu-ma-an-šum₂,{d}]utu-ma-an-szum2
1447,P313158,igi,[igi
1448,P313158,{d}suen-li-di-iš,{d}]suen#-li-di-isz
1449,P313158,dumu,dumu
1450,P313158,{d}suen-en-nam,{d}suen-en-nam
1451,P313158,igi,[igi]
1452,P313158,i₃-li₂-e-ri-ba-am,i3-li2-e-ri-ba-am
1453,P313158,dumu,dumu
1454,P313158,i-di-ia,i-di-ia
1455,P313158,igi,igi
1456,P313158,lu-mu-ur-i₃-li₂,lu-mu-ur-i3-li2
1457,P313158,šeš-a-ni,szesz-a-ni
1458,P313158,igi,igi
1459,P313158,ta-ki-ki,ta-ki-ki
1460,P313158,aga-us₂,aga-us2
1461,P313158,{d}en-lil₂-zi-gal₂-a-ni,{d}en-lil2-zi-gal2-a-ni
1462,P313158,igi,igi
1463,P313158,ta-ri-bu-um,ta-ri-bu-um
1464,P313158,bur-gul,bur-gul
1465,P313158,igi,igi#
1466,P313158,ur-sa-tum,ur-sa-tum
1468,P313158,a-ba-a-a,a-ba-a-a
1469,P313158,igi,[igi]
1470,P313158,{d}nanna-tum,{d}nanna-tum
1471,P313158,dub-sar,dub-sar
1472,P313158,dumu,dumu
1473,P313158,e₂-a-a-bi,e2-a-a-bi
1474,P313158,iti,[iti]
1475,P313158,še-sag₁₁-ku₅,sze-sag11-ku5
1476,P313158,mu,mu
1477,P313158,us₂-sa,us2-sa
1478,P313158,ki,ki
1479,P313158,1(u),1(u)
1480,P313158,3(diš),3(disz)#
1481,P313158,{d}ri-im-{d}suen,[{d}]ri#-im-{d}suen
1482,P313158,lugal-e,lugal-e#
1483,P313158,i₃-si-in{ki},[i3]-si-in{ki}
1484,P313158,ba-dab₅-ba,ba-dab5-ba
1485,P313158,ma-nu-um-ki-ma-{d}iškur,ma-nu-um-ki-ma-[{d}iszkur]
1486,P313158,dumu,dumu
1487,P313158,{d}EN-x,{d}EN#-[...]
1488,P313157,{diš}ri-im-{d}iškur,{disz}ri-im-{d}iszkur
1489,P313157,dumu,[dumu
1490,P313157,{d}nanna-tum,{d}nanna]-tum#
1491,P313157,nam,nam
1492,P313157,{d}nanna-tum,{d}nanna-tum
1493,P313157,ad-da-a-ni,[ad]-da#-a-ni
1494,P313157,ad-da-mu,ad-da-mu
1495,P313157,nu-me-en,nu-me-en
1496,P313157,ba-an-na-an-du₁₁,ba-an-na-an-du11
1498,P313157,ibila-a-ni,ibila-a-ni
1499,P313157,in-gaz-ma,in-gaz-ma
1500,P313157,{diš}{d}nanna-tum,{disz}{d}nanna-tum
1501,P313157,pu-uh₂-ru-um,pu-uh2-ru-um
1502,P313157,nibru{ki},nibru{ki}
1503,P313157,gaba,gaba
1504,P313157,i-ib₂-ri-ma,i-ib2#-ri-[(ma)]
1505,P313157,pu-uh₂-ru-um,pu#-uh2#-ru-um
1506,P313157,nibru{ki},nibru{ki}
1507,P313157,{diš}ri-im-{d}iškur,[{disz}]ri#-im-{d}iszkur
1508,P313157,igi,igi
1509,P313157,in-na-an-gar-ma,in-na#-[an-gar]-ma#
1510,P313157,{diš}{d}nanna-tum-ra,{disz}{d}nanna-tum-ra
1511,P313157,ad-da-ni,ad-da-[ni]
1513,P313157,ibila-a-ni,ibila-a-ni
1514,P313157,in-gaz-a,in-gaz#-[a]
1515,P313157,pu-uh₂-ru-um,pu-uh2-ru-um
1516,P313157,nibru{ki},nibru[{ki}]
1517,P313157,{diš}ri-im-{d}iškur,{disz}ri-im-{d}iszkur
1518,P313157,ba-an-du₁₁,ba#-[an-du11]
1519,P313157,{diš}ri-im-{d}iškur,{disz#}ri#-im#-{d#}iszkur
1520,P313157,nam-ibila-ni-ta,nam#-[ibila-ni-ta]
1521,P313157,ib₂-ta-an-zi,ib2#-[ta-an-zi?]
1522,P313157,u₄,u4
1523,P313157,kur₂-še₃,kur2-sze3
1524,P313157,ri-im-{d}iškur,ri-im-{d#}iszkur#
1525,P313157,u₃,u3
1526,P313157,ibila-a-ni,ibila-a-ni
1527,P313157,a-na,a-na
1528,P313157,me-a-bi,[me-a-bi]
1529,P313157,{diš}{d}nanna-tum,{disz}{d}nanna-tum
1530,P313157,nam-ibila-ni-še₃,nam-ibila#-[ni-sze3]
1531,P313157,e₂,e2
1532,P313157,a-ša₃,a-sza3
1533,P313157,{geš}kiri₆,{gesz}kiri6
1534,P313157,u₃,u3
1535,P313157,nig₂-gur₁₁,[nig2-gur11]
1536,P313157,a-na,a#-na#
1537,P313157,me-a-bi,me-a-bi
1538,P313157,inim,inim
1539,P313157,nu-ga₂-ga₂-a,nu-ga2#-[ga2-a]
1540,P313157,mu,mu
1541,P313157,lugal-bi,lugal-bi
1542,P313157,in-pa₃,in-pa3
1543,P313157,igi,igi
1544,P313157,u₄-du₇-du₇,u4-du7-du7
1545,P313157,dumu,dumu
1546,P313157,lu₂-{d}nin-urta,lu2-{d}nin-urta#
1547,P313157,igi,igi
1548,P313157,im-gu-tum,im-gu-tum
1549,P313157,nu-eš₃,nu-esz3
1550,P313157,igi,igi
1551,P313157,{d}en-lil₂-gal-zu,{d}en-lil2-gal-zu
1552,P313157,dumu,dumu
1553,P313157,a-gu-u₂-a,a-gu-u2-a
1554,P313157,igi,igi
1555,P313157,hu-pa-tum,hu-pa-tum
1556,P313157,dumu,dumu
1557,P313157,dingir-lu₂-ti,dingir-lu2-ti#
1558,P313157,igi,igi
1559,P313157,ur-du₆-ku₃-ga,ur-du6#-[ku3-ga?
1560,P313157,dumu,dumu
1562,P313157,igi,igi
1563,P313157,e-ri-ša-am,e-ri-sza-am
1564,P313157,dumu,dumu
1566,P313157,igi,igi
1567,P313157,a-zi-rum,a-zi-rum
1568,P313157,dumu,dumu
1569,P313157,nig₂-gur₁₁-x,nig2-gur11-[...]
1570,P313157,igi,igi
1571,P313157,{d}nanna-zi-mu,{d}nanna-zi-mu
1572,P313157,dub-sar,dub#-sar#
1573,P313157,igi,[igi]
1574,P313157,na-bi-{d}utu,na#-bi-{d}utu
1575,P313157,bur-gul,bur-gul
1576,P313157,iti,iti
1577,P313157,še-sag₁₁-ku₅,sze-sag11-ku5
1578,P313157,mu,mu
1579,P313157,ki,ki
1580,P313157,1(u),1(u)
1581,P313157,9(diš),9(disz)
1582,P313157,us₂-sa,us2-sa
1583,P313157,{d}ri-im-{d}suen,{d}ri-im-{d}suen
1584,P313157,lugal-e,lugal-e
1585,P313157,i₃-si-in{ki},i3-si-in{ki}
1586,P313157,ba-an-dab-ba,ba-an-dab-ba
1587,P313157,ri-im-{d}iškur,ri-im-{d}iszkur
1588,P313157,dumu,dumu
1589,P313157,ša-gi-iš-ki-nu-um,sza-gi-isz-ki-nu-um
1590,P522011,lu₂-me-lam₂,lu2-me-lam2
1591,P522011,dumu,dumu
1592,P522011,ur-ma-ma,ur-ma-ma
1593,P522011,kurušda,kuruszda
1594,P522009,ab-ba-kal-la,ab-ba-kal-la
1595,P522009,dumu,dumu
1596,P522009,{d}utu-bar-ra,{d}utu-bar-ra
1597,P522008,ur₃-re-ba-du₇,ur3-re-ba-du7
1598,P522008,dub-sar,dub-sar
1599,P522008,dumu,dumu
1600,P522008,lu₂-{d}nanna,lu2-{d}nanna
1601,P522007,ur-{d}ig-alim,ur-{d}ig-alim
1602,P522007,dumu,dumu
1603,P522007,ug-gu-x,ug-gu-[...]
1604,P522007,dam-gar₃,dam-gar3
1605,P522006,lu₂-uš-gi-na,lu2-usz-gi-na
1606,P522006,dumu,dumu
1607,P522006,he₂-ti,he2-ti
1608,P522005,gu-du-du,gu-du-du
1609,P522005,lunga,lunga
1610,P522005,dumu,dumu
1611,P522005,ka-ku,ka-ku
1612,P414687,igi,igi
1613,P414687,EN-ZU-na,EN#-ZU#-na
1614,P414687,igi,igi
1615,P414687,ad-{d}iškur,ad-{d}iszkur
1616,P414687,igi,igi
1617,P414687,ha-ku-ra-nu-um,ha-ku-ra-nu-um
1618,P414687,1(aš),1(asz)
1619,P414687,2(barig),2(barig)
1620,P414687,3(ban₂),3(ban2)
1621,P414687,gur,gur
1622,P414687,ZA-ti-um,ZA-ti-um
1623,P414617,2(diš),2(disz)?
1624,P414617,gin₂,gin2
1625,P414617,ku₃-babbar,ku3-babbar
1626,P414617,sag,sag
1627,P414617,šu,szu
1628,P414617,ti-a,ti-a
1629,P414617,{diš}ba-zi-ia,{disz}ba-zi-ia
1630,P414617,ki,ki
1631,P414617,{d}utu,{d}utu
1632,P414617,igi,igi?
1633,P414617,u₄-na-bi-eš,u4-na-bi-esz
1634,P414617,iti,iti#
1635,P414617,sig₄-a,sig4-a
1636,P414617,in,in
1637,P414617,sa₁₀,sa10#
1638,P414617,kišib-ba-a-ni,kiszib-ba-a-ni
1639,P414617,ib₂-ra,ib2-ra
1640,P414617,iti,iti
1641,P414617,ud₂-duru₅,udru{duru5}
1642,P414617,u₄,u4
1643,P414617,3(u)-kam,3(u)-kam
1644,P414617,mu,mu
1645,P414617,sa-am-su-i-lu-na,sa-am-su#-i-lu-na
1649,P414688,mu-kuₓ(DU),mu-kux(DU)
1653,P414688,ma-na,mu-bi-im
1654,P414688,1/2(diš),1/2(disz)
1656,P414688,1/2(diš),1/2(disz)
1657,P414688,ma-na,a-na
1660,P414688,1(u),1/2(disz)
1664,P414688,x-ra,ma-na
1673,P414688,1(u),1/3(disz)
1689,P414688,2/3(diš),4(disz)
1710,P414688,5(diš),1/2(disz)
1711,P414688,ma-x,ma-na
1712,P414688,1/3(diš),1/2(disz)
1713,P414688,ma-na,ma-na
1718,P414688,6(diš),1/3(disz)
1725,P414688,5(diš),1/3(disz)
1729,P414688,ma-na,ma?-[...]
1730,P414688,5(diš),1/3(disz)
1739,P414688,6(diš),6(disz)
1742,P414688,4(diš),5(disz)
1747,P414688,2(diš),5(disz)
1753,P414688,4(diš),5(disz)#
1754,P414688,gin₂,gin2
1757,P414688,5(diš),1/3(disz)
1760,P414688,9(diš),1(u)
1769,P414688,6(diš),4(disz)
1770,P414688,ma-na,ma-na
1772,P414688,5(diš),4(disz)
1777,P414688,2/3(diš),2(disz)
1781,P414688,2(u),1(disz)
1784,P414688,1(u),4(disz)
1790,P414688,ninda,gin2#
1794,P414688,ab-e₃-a,ma-na
1800,P414688,2(diš),5(disz)
1808,P414688,nam-lugal-la,ma-na
1809,P414688,u₃,1(u)
1817,P414688,in-dab₅-ba,ma-na
1821,P414688,1(u),2(u)
1822,P414688,8(diš),2(disz)
1825,P414616,n,[n]
1826,P414616,ma-na,_ma-na
1827,P414616,2(diš),2(disz)
1828,P414616,gin₂,gin2
1848,P414616,igi,igi
1850,P414616,igi,igi
1852,P414616,igi,igi
1854,P414616,igi,kiszib
1856,P414616,kišib,iti
1858,P414616,iti,diri
1862,P414616,1(u),mu
1869,P414616,kal-ga,ma-da
1871,P414616,mu-un-šum₂-ma-ta,mu-un-hul-a
1872,P414629,1(diš),1(disz)
1873,P414629,lu₂,lu2
1874,P414629,še-sag₁₁-ku₅,sze-sag11-ku5
1875,P414629,a-hi-ia-šu,a-hi-ia-szu
1876,P414629,iti,iti
1877,P414629,gu₄-si-sa₂,gu4-si-sa2
1878,P414629,u₄,u4
1879,P414629,1(u),1(u)
1880,P414629,3(diš)-kam,3(disz)-kam
1881,P414629,mu,mu
1882,P414629,nig₂,nig2-babbar-ra
1886,P414629,dumu,"dumu#-er-s,e-tim"
1889,P414609,1(eše₃),1(esze3)
1890,P414609,GAN₂,GAN2
1891,P414609,{geš}kiri₆,{gesz!}kiri6
1892,P414609,{geš}gešimmar,{gesz}geszimmar
1893,P414609,ib₂-si,ib2-si
1894,P414609,us₂-sa-DU,us2-sa-DU
1895,P414609,a-da-lugal,a-da-lugal
1896,P414609,us₂-sa-DU,us2-sa-DU
1897,P414609,{d}iškur-tu-kul₂-ti,{d}iszkur-tu-kul2-ti
1898,P414609,sag,sag
1899,P414609,ki,ki
1900,P414609,1(diš),1(disz)
1901,P414609,{d}iškur-ma-an-šum₂,{d}iszkur-ma-an-szum2
1902,P414609,{d}en-lil₂-le,{d}en-lil2-le
1903,P414609,ta,ta?
1904,P414609,ra-am-{d}suen,ra-am?-{d}suen
1905,P414609,{geš}kiri₆,{gesz}kiri6
1906,P414609,na-ra-am-{d}suen,na-ra-am-{d}suen
1907,P414609,ki,ki
1908,P414609,na-ra-am-{d}suen,na-ra-am-{d}suen
1909,P414609,lugal,lugal
1910,P414609,{geš}kiri₆-a-ke₄,{gesz}kiri6-a-ke4
1911,P414609,{diš}i₃-li₂-i-ma-a-bi,{disz}i3-li2-i-ma-a-bi
1912,P414609,in-ši-sa₁₀-am₃,in-szi-sa10-am3
1913,P414609,8(diš),8(disz)
1914,P414609,1/2(diš),1/2(disz)
1915,P414609,gin₂,gin2
1916,P414609,ku₃-babbar,ku3-babbar
1917,P414609,sa₁₀-am₃,sa10-am3
1918,P414609,til-la-a-ni-še₃,til-la-a-ni-sze3
1919,P414609,in-na-an-la₂,in-na-an-la2
1930,P414609,{d}suen,{d}marduk
1950,P414609,{diš}an-pi₄-ša,in-bu-sza
1967,P414609,kišib,iti
1991,P414628,1(diš),1(disz)
1992,P414628,gu₄,gu4?
1993,P414628,še-sag₁₁-ku₅,sze-sag11-ku5
1994,P414628,{diš}{d}iškur-ba-ni,{disz}{d}iszkur-ba-ni
1995,P414628,iti,iti
1996,P414628,bara₂-za₃-gar,bara2!-za3-gar
1997,P414628,u₄,u4
1998,P414628,2(u),2(u)
1999,P414628,5(diš)-kam,5(disz)-kam_
2000,P414628,mu,mu
2002,P414628,babbar-ra,siskur2-re
2005,P414628,dumu,"dumu]-er-s,e-tim"
2008,P213126,1(bur₃),1(bur3)
2009,P213126,GAN₂,GAN2
2010,P213126,ur-sa₆,ur-sa6
2011,P213126,a-gurum-gurum-HA{ki},a-gurum-gurum-HA{ki}
2012,P213126,1(bur₃@c),1(bur3@c)
2013,P213126,GAN₂,GAN2
2014,P213126,kiš-ni,kisz?-ni
2015,P213126,1(eše₃@c),1(esze3@c)
2016,P213126,GAN₂,GAN2
2017,P213126,igi-mes,igi-mes
2018,P213126,1(eše₃@c),1(esze3@c)
2019,P213126,GAN₂,GAN2
2020,P213126,lugal-SIG₇,lugal-SIG7#
2021,P213126,1(eše₃@c),1(esze3@c)
2022,P213126,GAN₂,GAN2
2023,P213126,sag-dingir,sag-dingir
2024,P213126,3(iku@c),3(iku@c)
2025,P213126,GAN₂,GAN2
2026,P213126,{d}en-lil₂-le,{d}en-lil2-le
2027,P213126,2(iku@c),2(iku@c)
2028,P213126,GAN₂,GAN2
2029,P213126,e₂-e,e2-e
2030,P213126,unu₃,unu3
2031,P213126,gal,gal
2032,P213126,a-ša₃,a-sza3
2033,P213126,a-ka-di,a-ka-di
2034,P213126,2(bur₃@c),2(bur3@c)
2035,P213126,GAN₂,GAN2
2036,P213126,da-da,da-da
2037,P213126,n,[n]
2038,P213126,GAN₂,GAN2
2039,P213126,me-lam₂,me-lam2
2041,P213126,GAN₂,GAN2#?
2042,P213126,x-x-dingir-ga₂,x-x?-dingir-ga2#?
2047,P213126,1(bur₃@c),1(bur3@c)#
2048,P213126,2(iku@c),2(iku@c)
2049,P213126,GAN₂,GAN2
2050,P213126,ur-{d}na-ru₂-a,ur-{d}na-ru2-a
2051,P213126,2(iku@c),2(iku@c)
2052,P213126,GAN₂,GAN2
2053,P213126,ur-ru,ur-ru
2054,P213126,1(bur₃@c),1(bur3@c)
2055,P213126,3(iku@c),3(iku@c)
2056,P213126,GAN₂,GAN2
2057,P213126,ur-ga₂,ur-ga2
2058,P213126,3(iku@c),3(iku@c)
2059,P213126,GAN₂,GAN2
2060,P213126,erin-da-ni,erin-da-ni
2061,P213126,2(iku@c),2(iku@c)
2062,P213126,GAN₂,GAN2
2063,P213126,sipa-zi,sipa-zi
2064,P213126,1(eše₃@c),1(esze3@c)
2065,P213126,3(iku@c),3(iku@c)
2066,P213126,GAN₂,GAN2
2067,P213126,il₂,il2
2068,P213126,a-ša₃,a-sza3
2069,P213126,{geš}asal₂{ki},{gesz}asal2{ki}
2070,P213126,šu-nigin₂,szunigin
2071,P213126,8(bur₃@c),8(bur3@c)
2072,P213126,4(iku@c),4(iku@c)
2073,P213126,GAN₂,GAN2
2074,P213126,apin-la₂-a,apin-la2-a
2075,P213131,1(aš@c),1(asz@c)?
2077,P213131,lum-ma,lum-ma
2078,P213131,lu₂-ba,lu2-ba
2079,P213131,šu-du₈-a-ni,szu-du8-a-ni
2080,P213131,i₃-gub,i3-gub
2081,P213131,1(aš@c),1(asz@c)
2082,P213131,ka₅-a,ka5-a
2083,P213131,nu-banda₃,nu-banda3
2084,P213131,e₂-gal,e2#-gal
2085,P213131,šu-du₈-a-ni,szu-du8-a-ni
2086,P213131,i₃-gub,i3-gub
2087,P213131,1(aš@c),1(asz@c)
2088,P213131,ur-zu,ur-zu
2089,P213131,inim-ma,inim-ma
