internal_id,id_text,tr_oracc,tr_cdli
5154,P203031,mu,mu
5155,P203031,si-mu-ru-um{ki},si-mu-ru-um{ki}
5156,P203031,lu-lu-bu,lu-lu-bu
5157,P203031,a-ra₂,a-ra2
5158,P203031,1(u),1(u)
5159,P203031,la₂,la2
5160,P203031,1(diš)-kam-aš,1(disz)-kam-asz
5161,P203031,ba-hul,ba-hul
5162,P203478,4(aš),4(asz)
5163,P203478,1(barig),1(barig)
5164,P203478,1(ban₂),1(ban2)
5165,P203478,dabin,dabin
5166,P203478,gur,gur
5167,P203478,zi₃-ba,zi3-ba
5168,P203478,e₂,e2
5169,P203478,sukkal-e-ne,sukkal-e-ne
5170,P203478,ki,ki
5171,P203478,na-ra-am-i₃-li₂,na-ra-am-i3-li2
5172,P203478,giri₃,giri3
5173,P203478,i-din-er₃-ra,i-din-er3-ra
5174,P203478,iti,iti
5175,P203478,diri,diri
5176,P203478,še-sag₁₁-ku₅,sze-sag11-ku5
5177,P203478,mu,mu
5178,P203478,ki-maš{ki},ki-masz{ki}
5179,P203478,ba-hul,ba-hul
5180,P203478,ur-{d}ba-ba₆,ur-{d}ba-ba6
5181,P203478,dub-sar,dub-sar
5182,P203478,dumu,dumu
5183,P203478,na-mu,na-mu
5184,P204238,6(geš₂),6(gesz2)
5185,P204238,8(diš),8(disz)
5186,P204238,kuš,kusz
5187,P204238,udu,udu
5188,P204238,ki,ki
5189,P204238,gu₃-de₂-a-ta,gu3-de2-a-ta
5190,P204238,nam-zi-tar-ra,nam-zi-tar-ra
5191,P204238,šu,szu
5192,P204238,ba-ti,ba-ti
5193,P204238,iti,iti
5194,P204238,še-sag₁₁-ku₅,sze-sag11-ku5
5195,P204238,ša₃,sza3
5196,P204238,gir₂-su{ki},gir2-su{ki}
5197,P204238,mu,mu
5198,P204238,amar-{d}suen,amar-{d}suen
5199,P204238,lugal,lugal
5200,P209358,3(diš),3(disz)
5201,P209358,gin₂,gin2
5202,P209358,ku₃-babbar,ku3-babbar
5203,P209358,ur-du₆-ku₃,ur-du6-ku3
5204,P209358,2(diš),2(disz)
5205,P209358,gin₂,gin2
5206,P209358,ku₃-babbar,ku3-babbar
5207,P209358,{d}en-lil₂-la₂-mu,{d}en-lil2-la2-mu
5208,P209358,1/2(diš),1/2(disz)
5209,P209358,gin₂,gin2
5210,P209358,ku₃-babbar,ku3-babbar
5211,P209358,ga-a-ga-a,ga-a-ga-a
5212,P209358,1(diš),1(disz)
5213,P209358,1/2(diš),1/2(disz)
5214,P209358,gin₂,gin2
5215,P209358,ku₃-babbar,ku3-babbar
5216,P209358,un-da-ga,un-da-ga
5217,P209358,1(diš),1(disz)
5218,P209358,gin₂,gin2
5219,P209358,ku₃-babbar,ku3-babbar
5220,P209358,mu-ni-mah,mu-ni-mah
5221,P209358,5(diš),5(disz)
5222,P209358,gin₂,gin2
5223,P209358,ku₃-babbar,ku3-babbar
5224,P209358,ad-da-kal-la,ad-da-kal-la
5225,P209358,šu-nigin₂,szu-nigin2
5226,P209358,1(u),1(u)
5227,P209358,3(diš),3(disz)
5228,P209358,gin₂,gin2
5229,P209358,ku₃-babbar,ku3-babbar
5230,P209358,ku₃,ku3
5231,P209358,sila-a,sila-a
5232,P209358,gal₂-la,gal2-la
5233,P209358,erin-da-an,erin-da-an
5234,P204701,2(u),2(u)
5235,P204701,8(aš),8(asz)
5236,P204701,gig,gig
5237,P204701,gur,[gur
5238,P204701,lugal,lugal]
5239,P204701,e₂-duru₅,e2-duru5
5240,P204701,bala,bala
5242,P204701,ša₃,sza3
5243,P204701,nibru{ki},nibru{ki}
5244,P204701,ki,ki
5245,P204701,ur-{d}ba-ba₆-ta,ur-{d}ba-ba6-ta
5246,P204701,kišib₃,kiszib3
5247,P204701,ur-{d}en-lil₂-la₂,ur-{d}en-lil2-la2
5248,P204701,iti,iti
5249,P204701,amar-a-a-si,amar-a-a-si
5250,P204701,mu,mu
5251,P204701,en,en
5252,P204701,{d}nanna,{d}nanna
5253,P204701,ba-hun,ba-hun
5254,P204701,ur-{d}en-lil₂-la₂,ur-{d}en-lil2-la2
5255,P204701,dub-sar,dub-sar
5256,P204701,dumu,dumu
5257,P204701,inim-sa₆,inim-sa6
5258,P204701,kurušda,kuruszda
5259,P205245,3(barig),3(barig)
5260,P205245,3(ban₂),3(ban2)
5261,P205245,še,sze
5262,P205245,lugal,lugal
5263,P205245,ki,ki
5264,P205245,gu₃-de₂-a-ta,gu3-de2-a-ta
5265,P205245,kišib₃,kiszib3
5266,P205245,lu₂-{d}na-ru₂-a,lu2-{d}na-ru2-a
5267,P205245,ugula,ugula
5268,P205245,lu₂-eb,lu2-eb
5269,P205245,iti,iti
5270,P205245,še-il₂-la,sze-il2-la
5271,P205245,mu,mu
5272,P205245,{d}šu-{d}suen,{d}szu-{d}suen
5273,P205245,lugal,lugal
5274,P205245,lu₂-{d}na-ru₂-a,lu2-{d}na-ru2-a
5275,P205245,dub-sar,dub-sar
5276,P205245,dumu,dumu
5277,P205245,ka-ka,ka-ka
5278,P205245,nu-banda₃,nu-banda3
5283,P204519,dub-sar,lugal
5287,P209357,1(u),1(u)
5288,P209357,1(diš),1(disz)
5289,P209357,ma-na,ma-na
5290,P209357,1(u),1(u)
5291,P209357,4(diš),4(disz)
5292,P209357,gin₂,gin2
5293,P209357,ku₃-babbar,ku3-babbar
5294,P209357,maš₂-bi,masz2-bi
5295,P209357,6(diš),6(disz)
5296,P209357,1/2(diš),1/2(disz)
5297,P209357,ma-na,ma-na
5298,P209357,6(diš),6(disz)
5299,P209357,gin₂,gin2
5300,P209357,ku₃-babbar,ku3-babbar
5301,P209357,2(geš₂),2(gesz2)
5302,P209357,3(u),3(u)
5303,P209357,še,sze
5304,P209357,gur,gur
5305,P209357,lugal,lugal
5306,P209357,1(aš),1(asz)
5307,P209357,gur,gur
5308,P209357,ku₃,ku3
5309,P209357,1(diš),1(disz)
5310,P209357,1/2(diš),1/2(disz)
5311,P209357,gin₂-ta,gin2-ta
5312,P209357,ku₃-bi,ku3-bi
5313,P209357,3(diš),3(disz)
5314,P209357,2/3(diš),2/3(disz)
5315,P209357,ma-na,ma-na
5316,P209357,6(diš),6(disz)
5317,P209357,gin₂,gin2
5318,P209357,kišib₃,kiszib3
5319,P209357,{na₄}za-gin₃,na4
5332,P209357,2(diš),1(u)
5335,P209357,ar-ši-ah,kiszib3
5338,P209357,1(u),1(disz)-am3
5339,P209357,3(diš),1(u)
5346,P209357,8(diš),2(u)
5354,P209357,1(aš),1(disz)-am3
5357,P209357,2(diš),2(u)
5362,P209357,3(diš),1(u)
5371,P209357,2(diš),2(u)
5374,P209357,8(diš),1(u)
5375,P209357,2/3(diš),8(disz)
5378,P202905,2(aš),2(asz)
5379,P202905,zu₂-lum,zu2-lum
5380,P202905,al-hul,al-hul
5381,P202905,gur,gur
5382,P202905,lugal,lugal
5383,P202905,ki,ki
5384,P202905,ur-ab-ba-ta,ur-ab-ba-ta
5385,P202905,ša₃-gal,sza3-gal
5386,P202905,šah₂-še₃,szah2-sze3
5387,P202905,nu-ur₂-{d}iškur,nu-ur2-{d}iszkur
5389,P202905,šu,szu
5390,P202905,ba-ti,ba-ti
5391,P202905,iti,iti
5392,P202905,še-sag₁₁-ku₅,sze-sag11-ku5
5393,P202905,mu,mu
5394,P202905,ša-aš-ru-um{ki},sza-asz-ru-um{ki}
5395,P202905,ba-hul,ba-hul
5396,P204530,1(aš),1(asz)
5397,P204530,3(barig),3(barig)
5398,P204530,3(ban₂),3(ban2)
5399,P204530,la₂,la2
5400,P204530,1(diš),1(disz)
5401,P204530,sila₃,sila3
5402,P204530,gu₂-gal,gu2-gal
5403,P204530,gur,gur
5404,P204530,sa₂-du₁₁,sa2-du11
5405,P204530,lugal,lugal
5406,P204530,ki,ki
5407,P204530,ARAD₂-{d}ba-ba₆-ta,ARAD2-{d}ba-ba6-ta
5408,P204530,giri₃,giri3
5409,P204530,lu₂-dingir-ra,lu2-dingir-ra
5410,P204530,u₃,u3
5411,P204530,ur-e₂-gal,ur-e2-gal
5412,P204530,dam-gar₃,dam-gar3
5413,P204530,iti,iti
5414,P204530,ezem-{d}dumu-zi,ezem-{d}dumu-zi
5415,P204530,mu,mu
5416,P204530,{geš}gu-za,{gesz}gu-za
5417,P204530,{d}en-lil₂-la₂,{d}en-lil2-la2
5418,P204530,ba-dim₂,ba-dim2
5419,P204564,2(geš₂),2(gesz2)
5420,P204564,2(u),2(u)
5421,P204564,7(aš),7(asz)
5422,P204564,2(ban₂),2(ban2)
5423,P204564,5(diš),5(disz)
5424,P204564,sila₃,sila3
5425,P204564,še,<sze
5426,P204564,gur,gur
5427,P204564,lugal,lugal>
5428,P204564,ki,ki
5429,P204564,sanga,sanga
5430,P204564,{d}nanše-ta,{d}nansze-ta
5431,P204564,kišib₃,kiszib3
5432,P204564,ma-an-šum₂-na,ma-an-szum2-na
5433,P204564,ma₂-a,ma2-a
5434,P204564,si-ga,si-ga
5435,P204564,giri₃,giri3
5436,P204564,lugal-šuba₃-zi,lugal-szuba3-zi
5437,P204564,iti,iti
5438,P204564,diri,diri
5439,P204564,še-sag₁₁-ku₅,sze-sag11-ku5
5440,P204564,mu,mu
5441,P204564,{geš}gu-za,{gesz}gu-za
5442,P204564,{d}en-lil₂-la₂,{d}en-lil2-la2
5443,P204564,ba-dim₂,ba-dim2
5444,P204564,ma-an-šum₂-na,ma-an-szum2-na
5445,P204564,dub-sar,dub-sar
5446,P204564,dumu,dumu
5447,P204564,lu₂-giri₁₇-zal,lu2-giri17-zal
5448,P203327,9(aš),9(asz)
5449,P203327,1(barig),1(barig)
5450,P203327,5(ban₂),5(ban2)
5451,P203327,5(diš),5(disz)
5452,P203327,sila₃,sila3
5453,P203327,še,sze
5454,P203327,gur,gur
5455,P203327,lugal,lugal
5456,P203327,KU,KU
5457,P203327,zi₃-KA,zi3-KA
5458,P203327,ki,ki
5459,P203327,lu₂-{d}nin-šubur-ta,lu2-{d}nin-szubur-ta
5460,P203327,lugal-ezem,lugal-ezem
5461,P203327,šu,szu
5462,P203327,ba-ti,ba-ti
5463,P203327,giri₃,giri3
5464,P203327,ka₅-a-mu,ka5-a-mu
5465,P203327,kurušda,kuruszda
5466,P203327,mu,mu
5467,P203327,us₂-sa,us2-sa
5468,P203327,ur-bi₂-lum{ki},ur-bi2-lum{ki}
5469,P203327,ba-hul,ba-hul
5470,P203327,lugal-ezem,lugal-ezem
5471,P203327,dub-sar,dub-sar
5472,P203327,dumu,dumu
5473,P203327,da-da,da-da
5474,P204202,1(aš),1(asz)
5475,P204202,3(barig),3(barig)
5476,P204202,še,sze
5477,P204202,gur,gur
5478,P204202,ša₃-gal,sza3-gal
5479,P204202,erin₂-na-še₃,erin2-na-sze3
5480,P204202,ki,ki
5481,P204202,ur-{d}en-lil₂-la₂-ta,ur-{d}en-lil2-la2-ta
5482,P204202,ur-{d}nanše,ur-{d}nansze
5483,P204202,dumu,dumu
5484,P204202,al-la,al-la
5485,P204202,šu,szu
5486,P204202,ba-ti,ba-ti
5487,P204202,iti,iti
5488,P204202,ezem-{d}ba-ba₆,ezem-{d}ba-ba6
5489,P204202,mu,mu
5490,P204202,{d}amar-{d}suen,{d}amar-{d}suen
5491,P204202,lugal,lugal
5492,P204202,ur-{d}nanše,ur-{d}nansze
5493,P204202,dub-sar,dub-sar
5494,P204202,dumu,dumu
5495,P204202,al-la,al-la
5496,P211374,2(eše₃),2(esze3)
5497,P211374,GAN₂,GAN2
5498,P211374,a-ša₃,a-sza3
5499,P211374,e₂,e2
5500,P211374,ar-za-NE-še₃,ar-za-NE-sze3
5501,P211374,šuku,szuku
5502,P211374,{d}ab-u₂-ta,{d}ab-u2-ta
5503,P211374,lu₂-x,lu2-[...]
5504,P211374,u₃,u3
5505,P211374,ur-{d}šul-pa-e₃,ur-{d}szul-pa-e3
5506,P211374,2(eše₃),2(esze3)
5507,P211374,GAN₂,GAN2
5508,P211374,a-ša₃,a-sza3
5509,P211374,engar-ku₃,engar-[ku3]
5510,P211374,šuku,szuku
5511,P211374,erin-da-an-na,erin-da-an-na
5512,P211374,{d}ab-u₂-ta,{d}ab-u2-ta
5513,P211374,lu₂-x,lu2-[...]
5514,P211374,u₃,u3
5515,P211374,ur-{d}šul-pa-e₃,ur-{d}szul-pa-e3
5516,P211374,šeš-ni,szesz-ni
5517,P211374,a-ša₃,a-sza3
5518,P211374,e₂,e2
5519,P211374,ar-za-NE-še₃,ar-za-NE-sze3
5520,P211374,a-ša₃,a-sza3
5521,P211374,engar-ku₃,engar-ku3
5522,P211374,šuku,szuku
5523,P211374,erin-da-an-na,erin-da-an-na
5524,P211374,ib₂-ši-dab₅-eš,ib2-szi-dab5-esz
5525,P211374,šuku-ra,szuku-ra
5526,P211374,nu-gi₄-gi₄,nu-gi4-gi4
5527,P211374,x-bi-a,[...]-bi-a
5528,P211374,nu-gi₄-gi₄-da,nu-gi4-gi4-da
5529,P211374,mu,[mu
5530,P211374,lugal-bi,lugal]-bi
5531,P211374,i₃-pa₃-eš,i3-pa3-esz
5532,P211374,1(diš),1(disz)
5533,P211374,da-a-mu,da-a-mu
5534,P211374,1(diš),1(disz)
5535,P211374,lugal-ur-sag,lugal-ur-sag
5536,P211374,1(diš),1(disz)
5537,P211374,nig₂-du₁₁-ga-ni,nig2-du11-ga-ni
5538,P211374,1(diš),1(disz)
5539,P211374,ti-ga-AN,ti-ga-AN
5540,P211374,1(diš),1(disz)
5541,P211374,šu-er₃-ra,szu-er3-ra
5542,P211374,aga₃-us₂,aga3-us2
5543,P211374,sanga,sanga
5554,P203391,6(aš),6(asz)
5555,P203391,gun₂,gu2
5556,P203391,la₂,la2
5557,P203391,1(u),1(u)
5558,P203391,5(diš),5(disz)
5559,P203391,ma-na,ma-na
5560,P203391,esir,esir
5561,P203391,had₂,had2
5562,P203391,2(ban₂),2(ban2)
5563,P203391,6(diš),6(disz)
5564,P203391,sila₃,sila3
5565,P203391,esir,esir
5566,P203391,had₂,had2
5567,P203391,lugal,lugal
5568,P203391,ki,ki
5569,P203391,lu₂-{d}nin-gir₂-su-ta,lu2-{d}nin-gir2-su-ta
5570,P203391,na-gab₂-tum-še₃,na-gab2-tum-sze3
5571,P203391,iti,iti
5572,P203391,šu-numun,szu-numun
5573,P203391,mu,mu
5574,P203391,ki-maš{ki},ki-masz{ki}
5575,P203391,ba-hul,ba-hul
5576,P204700,3(u),3(u)
5577,P204700,še,sze
5578,P204700,gur,gur
5579,P204700,lugal,lugal
5580,P204700,la₂-ia₃,la2-ia3
5581,P204700,su-ga,su-ga
5582,P204700,ur-{d}ig-alim,ur-{d}ig-alim
5583,P204700,dumu,dumu
5584,P204700,iri-da-a,iri-da-a
5585,P204700,ki,ki
5586,P204700,ur-{d}ba-ba₆,ur-{d}ba-ba6
5587,P204700,dumu,dumu
5588,P204700,ur-sa₆-ga,ur-sa6-ga
5589,P204700,kišib₃,kiszib3
5590,P204700,ur-{d}en-lil₂-la₂,ur-{d}en-lil2-la2
5591,P204700,giri₃,giri3
5592,P204700,lu₂-{d}nin-gir₂-su,lu2-{d}nin-gir2-su
5593,P204700,iti,iti
5594,P204700,amar-a-a-si,amar-a-a-si
5595,P204700,mu,mu
5596,P204700,en-mah-gal-an-na,en-mah-<gal>-an-na
5597,P204700,en,en
5598,P204700,{d}nanna,{d}nanna
5599,P204700,ba-hun,ba-hun
5600,P204700,ur-{d}en-lil₂-la₂,ur-{d}en-lil2-la2
5601,P204700,dub-sar,dub-sar
5602,P204700,dumu,dumu
5603,P204700,inim-sa₆,inim-sa6
5604,P204700,kurušda,kuruszda
5605,P205024,2(diš),2(disz)
5606,P205024,ma₂,ma2
5607,P205024,1(geš₂),1(gesz2)
5608,P205024,gur,gur
5609,P205024,še-ba,sze-ba
5610,P205024,nu-{geš}kiri₆-ta,nu-{gesz}kiri6-ta
5611,P205024,1(diš),1(disz)
5612,P205024,ma₂,ma2
5613,P205024,1(u),1(u)
5614,P205024,gur,gur
5615,P205024,ur-{d}nin-sun₂,ur-{d}nin-sun2
5616,P205024,dumu,dumu
5617,P205024,lugal,lugal
5618,P205024,ba-a-u₃,ba-a-u3
5619,P205024,1(diš),1(disz)
5620,P205024,ma₂,ma2
5621,P205024,1(u),1(u)
5622,P205024,gur,gur
5623,P205024,egir,egir
5624,P205024,ur-{d}ig-alim,ur-{d}ig-alim
5625,P205024,šitim,szitim
5626,P205024,ba-a-gar,ba-a-gar
5627,P205024,iti,iti
5628,P205024,ezem-{d}li₉-si₄,ezem-{d}li9-si4
5629,P205024,u₄,u4
5630,P205024,3(diš),3(disz)
5631,P205024,ba-zal,ba-zal
5632,P205024,mu,mu
5633,P205024,en-nun-gal-{d}amar-{d}suen-ra-ki-ag₂,en-nun-gal-{d}amar-{d}suen-ra-ki-ag2
5634,P205024,ba-hun,ba-hun
5635,P203401,1(diš),1(disz)
5636,P203401,geme₂,geme2
5637,P203401,a-ru-a,a-ru-a
5638,P203401,an-na,an-na
5639,P203401,iti,iti
5640,P203401,munu₄-gu₇,munu4-gu7
5641,P203401,e₂,e2
5642,P203401,bur-sag,bur-sag
5643,P203401,{d}nin-mar{ki}-ka,{d}nin-mar{ki}-ka
5644,P203401,kišib₃,kiszib3
5645,P203401,ur-{d}lamma,ur-{d}lamma
5646,P203401,dumu,dumu
5647,P203401,lugal-šud₃-de₃,lugal-szud3-de3
5648,P203401,mu,mu
5649,P203401,ki-maš{ki},ki-masz{ki}
5650,P203401,ba-hul,ba-hul
5651,P203401,giri₃,giri3
5652,P203401,lu₂-hu-rim₂{ki},lu2-hu-rim2{ki}
5653,P203401,ur-{d}lamma,ur-{d}lamma
5654,P203401,dumu,dumu
5655,P203401,lugal-su₁₃-de₃,lugal-su13-de3
5656,P203401,lu₂-x,lu2-[...]
5657,P203401,{d}nin-mar{ki}-ka,{d}nin-mar{ki}-ka
5658,P206505,2(diš),2(disz)
5659,P206505,gu₄-apin,gu4-apin
5660,P206505,4(ban₂),4(ban2)
5661,P206505,3(diš),3(disz)
5662,P206505,sila₃,sila3
5663,P206505,tug₂-gur₁₀-ta,tug2-gur10-ta
5664,P206505,gu₄,gu4
5665,P206505,ur-{d}ba-ba₆,ur-{d}ba-ba6
5666,P206505,šabra,szabra
5667,P206505,ki,ki
5668,P206505,sanga,sanga
5669,P206505,{d}nanše,{d}nansze
5670,P206505,kišib₃,kiszib3
5671,P206505,ur-ma-ma,ur-ma-ma
5672,P206505,nu-banda₃,nu-banda3-gu4
5679,P205026,1(diš),1(disz)
5680,P205026,ma₂,ma2
5681,P205026,1(u),1(u)
5682,P205026,gur,gur
5683,P205026,giri₃,giri3
5684,P205026,al-la-mu,al-la-mu
5685,P205026,sukkal,sukkal
5686,P205026,2(diš),2(disz)
5687,P205026,ma₂,ma2
5688,P205026,2(u),2(u)
5689,P205026,gur,gur
5690,P205026,elam,elam
5691,P205026,gu₂-ab-ba{ki}-še₃,gu2-ab-ba{ki}-sze3
5692,P205026,ba-a-u₃,ba-a-u3
5693,P205026,1(diš),1(disz)
5694,P205026,ma₂,ma2
5695,P205026,1(u),1(u)
5696,P205026,gur,gur
5697,P205026,ma-šum,ma-szum
5698,P205026,ra₂-gaba,ra2-gaba
5699,P205026,iti,iti
5700,P205026,ezem-{d}li₉-si₄,ezem-{d}li9-si4
5701,P205026,u₄,u4
5702,P205026,1(u),1(u)
5703,P205026,ba-zal,ba-zal
5704,P205026,mu,mu
5705,P205026,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂,en-nun-e-{d}amar-{d}suen-ra-ki-ag2
5706,P205026,en,en
5707,P205026,eridu{ki},eridu{ki}
5708,P205026,ba-a-hun,ba-a-hun
5709,P205243,2(ban₂),2(ban2)
5710,P205243,dabin,dabin
5711,P205243,ki,ki
5712,P205243,ur-{d}ig-alim-ta,ur-{d}ig-alim-ta
5713,P205243,kišib₃,kiszib3
5714,P205243,lu₂-gi-na,lu2-gi-na
5715,P205243,su-su-dam,su-su-dam
5716,P205243,iti,iti
5717,P205243,ezem-mah,ezem-mah
5718,P205243,mu,mu
5719,P205243,{d}šu-{d}suen,{d}szu-{d}suen
5720,P205243,lugal,lugal
5721,P205243,lu₂-gi-na,lu2-gi-na
5722,P205243,dumu,dumu
5723,P205243,gab₂-us₂,gab2-us2
5724,P204548,2(geš₂),2(gesz2)
5725,P204548,2(u),2(u)
5726,P204548,7(aš),7(asz)
5727,P204548,2(barig),2(barig)
5728,P204548,3(ban₂),3(ban2)
5729,P204548,še,sze
5730,P204548,gur,gur
5731,P204548,lugal,lugal
5732,P204548,ša₃-gal,sza3-gal
5733,P204548,udu-še₃,udu-sze3
5734,P204548,ki,ki
5735,P204548,si-du₃-ta,si-du3-ta
5736,P204548,iti,iti
5737,P204548,še-sag₁₁-ku₅,sze-sag11-ku5
5738,P204548,mu,mu
5739,P204548,gu-za,gu-za
5740,P204548,{d}en-lil₂-la₂,{d}en-lil2-la2
5741,P204548,ba-dim₂,ba-dim2
5742,P204548,lu₂-{d}kal-kal,lu2-{d}kal-kal
5743,P204548,dub-sar,dub-sar
5744,P204548,dumu,dumu
5745,P204548,ur-{d}lamma,ur-{d}lamma
5746,P205935,1(u),1(u)
5747,P205935,2(aš),2(asz)
5748,P205935,5(ban₂),5(ban2)
5749,P205935,še,sze
5750,P205935,gur,gur
5751,P205935,še-ba,sze-ba
5752,P205935,erin₂,erin2
5762,P205935,ba-ti,iti
5769,P205499,3(šar₂),3(szar2)
5770,P205499,nig₂-ki-luh,nig2-ki-luh
5771,P205499,ki,ki
5772,P205499,ur-ab-ba-ta,ur-ab-ba-ta
5773,P205499,kišib₃,kiszib3
5774,P205499,ur-eš₃-ku₃-ga,ur-esz3-ku3-ga
5775,P205499,giri₃,giri3
5776,P205499,ga-a,ga-a
5777,P205499,iti,iti
5778,P205499,gu₄-ra₂-bi₂-mu₂-mu₂,gu4-ra2-bi2-mu2-mu2
5779,P205499,mu,mu
5780,P205499,us₂-sa,us2-sa
5781,P205499,šu-{d}suen,szu-{d}suen
5782,P205499,lugal-e,lugal-e
5783,P205499,bad₃,bad3
5784,P205499,mar-tu,mar-tu
5785,P205499,mu-du₃,mu-du3
5786,P205499,mu,mu
5787,P205499,us₂-sa-a-bi,us2-sa-a-bi
5788,P205499,ur-eš₃-ku₃-ga,ur-esz3-ku3-ga
5789,P205499,dub-sar,dub-sar
5790,P205499,dumu,dumu
5791,P205499,ab-ba-gi-na,ab-ba-gi-na
5792,P205036,1(diš),1(disz)
5793,P205036,udu,udu
5794,P205036,1(diš),1(disz)
5795,P205036,sila₄,sila4
5796,P205036,ba-uš₂,ba-usz2
5797,P205036,ki,ki
5798,P205036,amar-šuba-ta,amar-szuba-ta
5799,P205036,lu₂-kal-la,lu2-kal-la
5800,P205036,kurušda,kuruszda
5801,P205036,ša₃,sza3
5802,P205036,e₂-udu,e2-udu
5803,P205036,e₂-gal,e2-gal
5804,P205036,iti,iti
5805,P205036,ezem-{d}dumu-zi,ezem-{d}dumu-zi
5806,P205036,u₄,u4
5807,P205036,2(u),2(u)
5808,P205036,1(diš),1(disz)
5809,P205036,ba-zal,ba-zal
5810,P205036,mu,mu
5811,P205036,en,en
5812,P205036,eridu{ki},eridu{ki}
5813,P205036,ba-hun,ba-hun
5814,P206524,5(diš),5(disz)
5815,P206524,sila₃,sila3
5816,P206524,i₃-geš,i3-gesz
5817,P206524,1(diš),1(disz)
5818,P206524,ur-ab-ba,ur-ab-ba
5819,P206524,lugal-{d}na-ru₂-a,lugal-{d}na-ru2-a
5820,P206524,giri₃,giri3
5821,P206524,dingir-ki-da,dingir-ki-da
5823,P206524,lu₂-{d}na-ru₂-a,lu2-{d}na-ru2-a
5824,P206524,dub-sar,dub-sar
5825,P206524,dumu,dumu
5826,P206524,ur-sa₆-ga,ur-sa6-ga
5827,P202803,7(diš),7(disz)
5828,P202803,{tug₂}da-ba-tum,tug2
5841,P202803,dumu,dub-sar
5845,P205817,1(u),1(u)
5846,P205817,2(aš),2(asz)
5847,P205817,še,sze
5848,P205817,gur,gur
5849,P205817,giri₃,giri3
5850,P205817,lugal-za₃-ge-si,lugal-za3-ge-si
5851,P205817,kišib₃,kiszib3
5852,P205817,lu₂-kal-la,lu2-kal-la
5853,P205817,dumu,dumu
5854,P205817,ur-{d}nanše,ur-{d}nansze
5855,P205817,mu,mu
5856,P205817,ma₂-gur₈,ma2-gur8
5857,P205817,mah,mah
5858,P205817,1(u),1(u)
5859,P205817,7(aš),7(asz)
5860,P205817,kišib₃,kiszib3
5861,P205817,ur-{d}ba-ba₆,ur-{d}ba-ba6
5862,P205817,šeš,szesz
5863,P205817,lu₂-kal-la,lu2-kal-la
5864,P205817,4(aš),4(asz)
5865,P205817,2(barig),2(barig)
5866,P205817,3(ban₂),3(ban2)
5867,P205817,gur,gur
5868,P205817,giri₃,giri3
5869,P205817,en-e-ki-ag₂,en-e-ki-ag2
5870,P205817,kišib₃,kiszib3
5871,P205817,šeš-kal-la,szesz-kal-la
5872,P205817,sipa,sipa
5873,P205817,anše,ansze
5878,P205817,gur,3(u)
5887,P205775,6(diš),6(disz)
5888,P205775,sila₃,sila3
5889,P205775,5(diš),5(disz)
5890,P205775,gin₂,gin2
5891,P205775,i₃-geš,i3-gesz
5892,P205775,si-i₃-tum-bi,si-i3-tum-bi
5893,P205775,si-ga,si-ga
5894,P205775,sa-bu-um,sa-bu-um
5895,P205775,ki,ki
5896,P205775,ur-ab-ba-ta,ur-ab-ba-ta
5897,P205775,nin-a-zu,nin-a-zu
5898,P205775,dumu,dumu
5899,P205775,ur-{d}dumu-zi,ur-{d}dumu-[zi]
5900,P205775,šu,szu
5901,P205775,ba-ti,ba-[ti]
5902,P205775,mu,mu
5903,P205775,nin-a-zu-še₃,nin-a-zu-sze3
5904,P205775,kišib₃,kiszib3
5905,P205775,ab-ba-kal-la,ab-ba-kal-la
5906,P205775,ib₂-ra,ib2-ra
5907,P205775,iti,iti
5908,P205775,mu-šu-du₇,mu-szu-du7
5909,P205775,mu,mu
5910,P205775,e₂,e2
5911,P205775,{d}šara₂,{d}szara2
5912,P205775,ba-du₃,ba-du3
5913,P205775,giri₃,giri3
5914,P205775,ur-{d}dumu-zi,ur-{d}dumu-zi
5915,P205775,ab-ba-kal-la,ab-ba-kal-la
5916,P205775,dub-sar,dub-sar
5917,P205775,dumu,dumu
5918,P205775,ur-e₂-gal,ur-e2-gal
5919,P207635,1(u),1(u)
5920,P207635,2(aš),2(asz)
5921,P207635,4(barig),4(barig)
5922,P207635,še,sze
5923,P207635,gur,gur
5924,P207635,lugal,lugal
5925,P207635,gur,gur
5926,P207635,zabar,zabar
5927,P207635,lu₂-{d}nin-sun₂-zi,lu2-{d}nin-sun2-zi
5928,P207635,i₃-dub,i3-dub
5929,P207635,a-ša₃,a-sza3
5930,P207635,{d}šul-gi-zi-kalam-ma-ta,{d}szul-gi-zi-kalam-ma-ta
5931,P207635,ki,ki
5932,P207635,ba-zi-ta,ba-zi-ta
5933,P207635,kišib₃,kiszib3
5934,P207635,ur-e₂-muš,ur-e2-musz
5935,P207635,iti,iti
5936,P207635,mu-šu-du₈,mu-szu-du8
5937,P207635,mu,mu
5938,P207635,si-mu-ru-um{ki},si-mu-ru-um{ki}
5939,P207635,lu-lu-bu{ki},lu-lu-bu{ki}
5940,P207635,a-ra₂,a-ra2
5941,P207635,1(u),1(u)
5942,P207635,la₂,la2
5943,P207635,1(diš)-kam-aš,1(disz)-kam-asz
5944,P207635,ba-hul,ba-hul
5945,P207635,lu₂-{d}x,lu2-{d}[...]
5946,P207635,dub-sar,dub-sar
5947,P207635,dumu,dumu
5949,P205771,2(u),2(u)
5950,P205771,6(aš),6(asz)
5951,P205771,še,sze
5952,P205771,gur,gur
